Ride_ID,Date,City,Pickup_Area,Drop_Area,Customer_Age,Customer_Gender,Vehicle_Type,Ride_Distance_KM,Ride_Duration_Min,Fare_Amount,Surge_Multiplier,Payment_Mode,Driver_Rating,Ride_Status,Time_Of_Day
RID00953,2024-09-06 13:48,Vadodara,Akota,Vadsar,50,Male,Bike,15.92,69,203.89,1.0,UPI,4.8,Completed,Night
RID00954,2024-04-22 01:02,Surat,Piplod,Katargam,37,Male,Auto,4.45,25,38.09,1.0,Cash,3.6,Completed,Night
RID00955,2024-01-20 08:46,Surat,Piplod,Rander,48,Male,Bike,11.25,58,90.04,1.0,Cash,3.3,Completed,Night
RID00956,2024-05-12 18:35,Vadodara,Manjalpur,Waghodia Road,53,Female,Bike,17.07,101,199.73,1.0,Card,4.7,Completed,Morning
RID00957,2024-06-17 16:19,Surat,City Light,Althan,49,Female,Bike,19.68,83,208.67,1.0,UPI,,No Show,Evening
RID00958,2024-02-20 22:34,Rajkot,Raiya Road,Gondal Road,50,Female,Bike,6.37,37,68.71,1.0,Wallet,,No Show,Afternoon
RID00959,2024-01-30 13:25,Vadodara,Akota,Vadsar,45,Male,Bike,6.82,36,114.55,2.0,Wallet,4.9,Completed,Evening
RID00960,2024-07-26 13:54,Vadodara,Alkapuri,Akota,33,Female,Auto,8.39,41,136.59,1.2,Cash,4.2,Completed,Evening
RID00961,2024-03-17 17:27,Surat,Katargam,Athwa,49,Male,Bike,10.04,37,85.28,1.0,Cash,,No Show,Evening
RID00962,2024-02-14 01:10,Ahmedabad,Navrangpura,Thaltej,37,Female,Bike,4.2,27,50.7,1.0,UPI,4.3,Completed,Afternoon
RID00963,2024-02-25 08:37,Ahmedabad,Naranpura,Satellite,36,Male,Auto,1.01,6,13.52,1.0,Card,,No Show,Morning
RID00964,2024-01-17 12:54,Surat,Vesu,Althan,39,Male,Bike,16.44,92,180.49,1.0,Wallet,4.4,Completed,Evening
RID00965,2024-06-07 21:20,Vadodara,Vadsar,Harni,31,Male,Bike,16.68,99,257.04,1.2,Wallet,4.6,Completed,Evening
RID00966,2024-02-07 09:49,Surat,Athwa,Adajan,39,Female,Bike,15.1,58,211.24,1.0,Cash,3.3,Completed,Morning
RID00967,2024-12-01 01:23,Vadodara,Akota,Karelibaug,28,Female,Auto,18.51,81,342.75,2.0,Cash,,No Show,Morning
RID00968,2024-06-14 14:08,Rajkot,Gondal Road,Kalawad Road,38,Female,Auto,10.35,61,148.42,1.2,Card,4.6,Completed,Morning
RID00969,2024-05-02 16:38,Surat,Adajan,Rander,49,Female,Bike,3.24,19,28.8,1.0,Cash,,Cancelled,Evening
RID00970,2024-09-13 06:13,Surat,Piplod,Adajan,27,Female,Bike,18.07,106,181.12,1.0,Card,4.0,Completed,Morning
RID00971,2024-06-19 00:26,Vadodara,Waghodia Road,Gotri,55,Male,Auto,11.92,67,174.17,1.5,Wallet,3.1,Completed,Night
RID00972,2024-12-08 18:16,Vadodara,Karelibaug,Gotri,43,Female,Bike,6.35,27,166.53,2.0,UPI,,No Show,Evening
RID00973,2024-10-06 13:01,Surat,Adajan,Udhna,50,Female,Bike,10.53,50,134.94,1.0,UPI,4.1,Completed,Night
RID00974,2024-12-01 06:00,Vadodara,Harni,Gotri,45,Male,Bike,21.53,135,293.61,1.2,Card,3.4,Completed,Evening
RID00975,2024-08-06 06:46,Surat,Dumas,Adajan,28,Female,Bike,23.35,132,278.91,1.0,UPI,3.8,Completed,Morning
RID00976,2024-05-18 05:07,Rajkot,Raiya Road,Aji Dam,46,Female,Bike,24.59,150,337.41,1.0,UPI,4.6,Completed,Morning
RID00977,2024-04-06 17:16,Vadodara,Waghodia Road,Fatehgunj,19,Male,Auto,7.68,28,77.72,1.0,UPI,,No Show,Night
RID00978,2024-01-16 10:54,Surat,Athwa,Piplod,42,Female,Bike,20.57,104,344.26,1.2,UPI,,No Show,Afternoon
RID00979,2024-12-02 15:35,Vadodara,Gotri,Manjalpur,47,Female,Bike,16.3,94,397.2,2.0,Card,,No Show,Afternoon
RID00980,2024-11-28 10:26,Rajkot,Mavdi,Kalawad Road,18,Female,Bike,5.51,28,76.73,1.0,Wallet,,Cancelled,Morning
RID00981,2024-03-02 19:51,Ahmedabad,Bopal,Satellite,20,Female,Bike,4.26,21,78.95,1.5,Cash,,No Show,Morning
RID00982,2024-07-13 04:17,Rajkot,Pedak Road,Bhaktinagar,39,Female,Bike,21.61,79,259.08,1.0,UPI,4.4,Completed,Evening
RID00983,2024-09-25 19:38,Rajkot,Gondal Road,Pedak Road,24,Female,Bike,10.76,38,107.24,1.0,UPI,4.7,Completed,Evening
RID00984,2024-10-08 17:58,Ahmedabad,Maninagar,Chandkheda,23,Female,Bike,5.38,22,50.51,1.0,Card,3.6,Completed,Evening
RID00985,2024-02-18 18:00,Ahmedabad,Chandkheda,Navrangpura,24,Female,Bike,3.23,14,53.7,2.0,UPI,,Cancelled,Evening
RID00986,2024-10-18 22:55,Vadodara,Vadsar,Karelibaug,24,Male,Bike,4.81,30,40.85,1.0,Wallet,3.4,Completed,Morning
RID00987,2024-09-09 17:15,Surat,Athwa,Rander,21,Female,Bike,1.13,5,12.95,1.0,Cash,,Cancelled,Afternoon
RID00988,2024-11-11 03:45,Vadodara,Gotri,Harni,44,Female,Bike,4.27,27,68.99,1.2,Wallet,3.5,Completed,Evening
RID00989,2024-01-21 07:15,Ahmedabad,Satellite,Prahlad Nagar,20,Male,Bike,17.59,91,403.91,2.0,Wallet,3.3,Completed,Afternoon
RID00990,2024-07-30 03:21,Surat,Rander,Katargam,31,Female,Bike,1.07,4,13.89,1.0,Cash,,No Show,Morning
RID00991,2024-11-21 04:13,Surat,Vesu,Piplod,42,Female,Bike,10.09,51,107.56,1.0,Cash,,Cancelled,Evening
RID00992,2024-08-22 16:18,Surat,Dumas,Althan,31,Female,Bike,2.17,7,23.31,1.2,UPI,,Cancelled,Evening
RID00993,2024-11-25 07:28,Rajkot,150 Feet Ring Road,University Road,30,Female,Auto,11.23,39,141.36,1.5,Wallet,3.7,Completed,Evening
RID00994,2024-10-09 16:41,Vadodara,Sama,Manjalpur,27,Male,Auto,11.52,44,136.76,1.0,Card,3.4,Completed,Night
RID00995,2024-02-24 07:57,Rajkot,Pedak Road,Raiya Road,36,Female,Bike,21.69,109,270.66,1.0,Cash,3.1,Completed,Morning
RID00996,2024-01-01 15:12,Surat,Dumas,City Light,29,Male,Auto,24.01,107,605.92,2.0,Card,4.1,Completed,Morning
RID00997,2024-07-13 15:39,Vadodara,Sama,Vadsar,30,Male,Bike,17.08,109,291.66,1.5,Card,,Cancelled,Afternoon
RID00998,2024-02-22 18:57,Ahmedabad,Gota,Chandkheda,26,Male,Bike,13.78,68,227.29,1.2,Wallet,4.4,Completed,Night
RID00999,2024-03-10 07:47,Ahmedabad,Vastrapur,Thaltej,31,Male,Auto,24.9,92,694.14,2.0,Card,,No Show,Night
RID01000,2024-04-17 02:21,Ahmedabad,Navrangpura,Gota,33,Male,Auto,10.82,70,249.55,2.0,UPI,,No Show,Morning
